page,card_index,year,date,title,paper_type,landing_page_url,open_access_marker,clinical_filter,screen_status,screen_reasons
32,7,2024,2024-07-31,Cranioencephalic functional lymphoid units in glioblastoma,Article,https://www.nature.com/articles/s41591-024-03152-x,yes,matched_token:patients,eligible,
32,8,2024,2024-07-30,Gastric cancer prevention by community eradication of Helicobacter pylori : a cluster-randomized controlled trial,Article,https://www.nature.com/articles/s41591-024-03153-w,no,matched_token:randomized,excluded,no_publisher_open_access_marker
32,9,2024,2024-07-30,"Ustekinumab for type 1 diabetes in adolescents: a multicenter, double-blind, randomized phase 2 trial",Article,https://www.nature.com/articles/s41591-024-03115-2,yes,matched_token:randomized,eligible,
32,10,2024,2024-07-26,SARS-CoV-2 correlates of protection from infection against variants of concern,Article,https://www.nature.com/articles/s41591-024-03131-2,no,matched_token:sars-cov-2,excluded,no_publisher_open_access_marker
32,11,2024,2024-07-25,Influence of believed AI involvement on the perception of digital medical advice,Brief Communication,https://www.nature.com/articles/s41591-024-03180-7,yes,matched_token:participants,excluded,not_article_type
32,12,2024,2024-07-25,The recombinant shingles vaccine is associated with lower risk of dementia,Brief Communication,https://www.nature.com/articles/s41591-024-03201-5,yes,matched_token:vaccine,excluded,not_article_type
32,13,2024,2024-07-25,"Supervised, structured and individualized exercise in metastatic breast cancer: a randomized controlled trial",Article,https://www.nature.com/articles/s41591-024-03143-y,yes,matched_token:randomized,eligible,
32,14,2024,2024-07-22,A foundation model for clinical-grade computational pathology and rare cancers detection,Article,https://www.nature.com/articles/s41591-024-03141-0,yes,matched_token:clinical,eligible,
32,15,2024,2024-07-22,Proteomic signatures improve risk prediction for common and rare diseases,Article,https://www.nature.com/articles/s41591-024-03142-z,yes,matched_token:biobank,eligible,
32,16,2024,2024-07-19,Sleep patterns and risk of chronic disease as measured by long-term monitoring with commercial wearable devices in the All of Us Research Program,Article,https://www.nature.com/articles/s41591-024-03155-8,yes,matched_token:cohort,eligible,
32,17,2024,2024-07-19,Integrated image-based deep learning and language models for primary diabetes care,Article,https://www.nature.com/articles/s41591-024-03139-8,yes,matched_token:patients,eligible,
32,18,2024,2024-07-18,Challenges to identifying risk versus protective factors in Alzheimer’s disease,Matters Arising,https://www.nature.com/articles/s41591-024-03158-5,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
32,19,2024,2024-07-18,Reply to: Challenges to identifying risk versus protective factors in Alzheimer’s disease,Matters Arising,https://www.nature.com/articles/s41591-024-03159-4,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
32,20,2024,2024-07-16,Licensed H5N1 vaccines generate cross-neutralizing antibodies against highly pathogenic H5N1 clade 2.3.4.4b influenza virus,Brief Communication,https://www.nature.com/articles/s41591-024-03189-y,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
33,1,2024,2024-07-15,Outpatient reception via collaboration between nurses and a large language model: a randomized controlled trial,Article,https://www.nature.com/articles/s41591-024-03148-7,no,matched_token:randomized,excluded,no_publisher_open_access_marker
33,2,2024,2024-07-15,Consumer wearable devices for evaluation of heart rate control using digoxin versus beta-blockers: the RATE-AF randomized trial,Article,https://www.nature.com/articles/s41591-024-03094-4,yes,matched_token:randomized,eligible,
33,3,2024,2024-07-12,Disruption of neural periodicity predicts clinical response after deep brain stimulation for obsessive-compulsive disorder,Article,https://www.nature.com/articles/s41591-024-03125-0,yes,matched_token:clinical,eligible,
33,4,2024,2024-07-12,Hippocampal network activity forecasts epileptic seizures,Brief Communication,https://www.nature.com/articles/s41591-024-03149-6,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
33,5,2024,2024-07-12,An evidence-based screening tool for heart failure with preserved ejection fraction: the HFpEF-ABA score,Article,https://www.nature.com/articles/s41591-024-03140-1,no,matched_token:screening,excluded,no_publisher_open_access_marker
33,6,2024,2024-07-11,"Benmelstobart, anlotinib and chemotherapy in extensive-stage small-cell lung cancer: a randomized phase 3 trial",Article,https://www.nature.com/articles/s41591-024-03132-1,yes,matched_token:randomized,eligible,
33,7,2024,2024-07-11,Adoptive transfer of personalized neoantigen-reactive TCR-transduced T cells in metastatic colorectal cancer: phase 2 trial interim results,Article,https://www.nature.com/articles/s41591-024-03109-0,no,matched_token:phase 2,excluded,no_publisher_open_access_marker
33,8,2024,2024-07-11,Lipidome changes due to improved dietary fat quality inform cardiometabolic risk reduction and precision nutrition,Article,https://www.nature.com/articles/s41591-024-03124-1,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
33,9,2024,2024-07-08,"Safety of pulsed field ablation in more than 17,000 patients with atrial fibrillation in the MANIFEST-17K study",Article,https://www.nature.com/articles/s41591-024-03114-3,yes,matched_token:patients,eligible,
33,10,2024,2024-07-08,AI-based selection of individuals for supplemental MRI in population-based breast cancer screening: the randomized ScreenTrustMRI trial,Article,https://www.nature.com/articles/s41591-024-03093-5,yes,matched_token:population,eligible,
33,11,2024,2024-07-08,A systematic review and meta-analysis of nonrelapse mortality after CAR T cell therapy,Analysis,https://www.nature.com/articles/s41591-024-03084-6,no,excluded_article_type_title,excluded,not_article_type;no_publisher_open_access_marker;excluded_article_type_title;excluded_title
33,12,2024,2024-07-05,Metronomic chemotherapy plus anti-PD-1 in metastatic breast cancer: a Bayesian adaptive randomized phase 2 trial,Article,https://www.nature.com/articles/s41591-024-03088-2,no,matched_token:randomized,excluded,no_publisher_open_access_marker
33,13,2024,2024-07-04,Extension of efficacy range for targeted malaria-elimination interventions due to spillover effects,Article,https://www.nature.com/articles/s41591-024-03134-z,yes,matched_token:randomized,eligible,
33,14,2024,2024-07-04,Evaluation and mitigation of the limitations of large language models in clinical decision-making,Article,https://www.nature.com/articles/s41591-024-03097-1,yes,matched_token:clinical,eligible,
33,15,2024,2024-07-04,AI-based differential diagnosis of dementia etiologies on multimodal data,Article,https://www.nature.com/articles/s41591-024-03118-z,yes,matched_token:participants,eligible,
33,16,2024,2024-07-03,Sex-dependent APOE4 neutrophil–microglia interactions drive cognitive impairment in Alzheimer’s disease,Article,https://www.nature.com/articles/s41591-024-03122-3,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
33,17,2024,2024-07-03,A unified metric of human immune health,Article,https://www.nature.com/articles/s41591-024-03092-6,no,matched_token:patients,excluded,no_publisher_open_access_marker
33,18,2024,2024-07-02,Healthcare system resilience and adaptability to pandemic disruptions in the United States,Article,https://www.nature.com/articles/s41591-024-03103-6,no,matched_token:healthcare,excluded,no_publisher_open_access_marker
33,19,2024,2024-07-02,Neoadjuvant chemotherapy with or without camrelizumab in resectable esophageal squamous cell carcinoma: the randomized phase 3 ESCORT-NEO/NCCES01 trial,Article,https://www.nature.com/articles/s41591-024-03064-w,yes,matched_token:randomized,eligible,
33,20,2024,2024-07-02,Effects of intermittent senolytic therapy on bone metabolism in postmenopausal women: a phase 2 randomized controlled trial,Article,https://www.nature.com/articles/s41591-024-03096-2,no,matched_token:therapy,excluded,no_publisher_open_access_marker
34,1,2024,2024-07-02,Benefits for children with suspected cancer from routine whole-genome sequencing,Article,https://www.nature.com/articles/s41591-024-03056-w,yes,matched_token:children,eligible,
34,2,2024,2024-07-01,Continuous neural control of a bionic limb restores biomimetic gait after amputation,Article,https://www.nature.com/articles/s41591-024-02994-9,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
34,3,2024,2024-07-01,Disparities in air pollution attributable mortality in the US population by race/ethnicity and sociodemographic factors,Article,https://www.nature.com/articles/s41591-024-03117-0,no,matched_token:mortality,excluded,no_publisher_open_access_marker
34,4,2024,2024-06-28,Multi-parametric atlas of the pre-metastatic liver for prediction of metastatic outcome in early-stage pancreatic cancer,Article,https://www.nature.com/articles/s41591-024-03075-7,no,matched_token:outcome,excluded,no_publisher_open_access_marker
34,5,2024,2024-06-28,Finotonlimab with chemotherapy in recurrent or metastatic head and neck cancer: a randomized phase 3 trial,Article,https://www.nature.com/articles/s41591-024-03110-7,no,matched_token:randomized,excluded,no_publisher_open_access_marker
34,6,2024,2024-06-28,AAV gene therapy for hereditary spastic paraplegia type 50: a phase 1 trial in a single patient,Brief Communication,https://www.nature.com/articles/s41591-024-03078-4,yes,matched_token:therapy,excluded,not_article_type
34,7,2024,2024-06-28,The limits of fair medical imaging AI in real-world generalization,Article,https://www.nature.com/articles/s41591-024-03113-4,yes,matched_token:real-world,eligible,
34,8,2024,2024-06-28,Cabozantinib and nivolumab with or without live bacterial supplementation in metastatic renal cell carcinoma: a randomized phase 1 trial,Article,https://www.nature.com/articles/s41591-024-03086-4,yes,matched_token:randomized,eligible,
34,9,2024,2024-06-25,"A portable thermal ablation device for cervical cancer prevention in a screen-and-treat setting: a randomized, noninferiority trial",Article,https://www.nature.com/articles/s41591-024-03080-w,yes,matched_token:randomized,eligible,
34,10,2024,2024-06-25,"Strain-specific gut microbial signatures in type 2 diabetes identified in a cross-cohort analysis of 8,117 metagenomes",Article,https://www.nature.com/articles/s41591-024-03067-7,no,matched_token:cohort,excluded,no_publisher_open_access_marker
34,11,2024,2024-06-25,Adaptive selection at G6PD and disparities in diabetes complications,Article,https://www.nature.com/articles/s41591-024-03089-1,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
34,12,2024,2024-06-24,Extended-release ketamine tablets for treatment-resistant depression: a randomized placebo-controlled phase 2 trial,Article,https://www.nature.com/articles/s41591-024-03063-x,yes,matched_token:treatment,eligible,
34,13,2024,2024-06-24,Effects of semaglutide with and without concomitant SGLT2 inhibitor use in participants with type 2 diabetes and chronic kidney disease in the FLOW trial,Article,https://www.nature.com/articles/s41591-024-03133-0,yes,matched_token:participants,eligible,
34,14,2024,2024-06-21,Anakinra in Sanfilippo syndrome: a phase 1/2 trial,Article,https://www.nature.com/articles/s41591-024-03079-3,yes,matched_token:phase 1,eligible,
34,15,2024,2024-06-21,"Neoadjuvant pembrolizumab, dabrafenib and trametinib in BRAF V600 -mutant resectable melanoma: the randomized phase 2 NeoTrio trial",Article,https://www.nature.com/articles/s41591-024-03077-5,yes,matched_token:randomized,eligible,
